书名,作者,更新到,简介,详细连接,封面图
恋上师姐：记者笔记,峰信子,悲痛才开始,莫名其妙卷入豪门是非，他惹上了大麻烦，然而这个麻烦却让他的人生发生了飞跃，事业飞黄腾达，抱得美妻归，...?详细>>,http://book.km.com/shuku/1264698.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的野蛮女老板,夏雨阳,第389章：给你完美一生（大结局）,一个小男人和成熟少妇的情感纠缠，在美女如云的公司，小男人如何征服自己的极品女上老板.......?详细>>,http://book.km.com/shuku/1264688.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
逍遥小厂长,山中玉,第90章 处女,从京城含恨回来的苏秦偶得上古神器，种灵药，调逗美女，开办公司，从此一发不可收拾，女总裁，玉女，萝莉，...?详细>>,http://book.km.com/shuku/1264686.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
外科医生笔记,梧桐萧萧,159,外科医生顾东城医术高超、相貌英俊，不仅深得领导赏识，桃花运也旺盛无比，围绕身边美女无数。一次邂逅，他...?详细>>,http://book.km.com/shuku/1264675.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
蜜恋柔情：偷心猎爱,一心一翼,第一四三章大结局有情人终成眷属,结婚多年仍旧未孕，她遭遇家暴不断。婆婆的刁难，继女的挑衅接踵而至，本以为被生活逼入死角，年轻帅气的未...?详细>>,http://book.km.com/shuku/1264672.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
婚劫,独牧人,129大结局,屌丝男张武与董事长千金肖艾琳相恋结婚，却因双方的家庭背景和地位悬殊分手，在张武孤独无助，失意彷徨的时...?详细>>,http://book.km.com/shuku/1264660.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
爱上极品女上司,西厢少年同学,第一百七十二章那么痛苦,他是公司里最底层的小职员，无意之中得罪心如蛇蝎有仇必报的极品美女上司，在公司里被她百般刁难处处作对。...?详细>>,http://book.km.com/shuku/1264647.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
仕途柔情,仓狼,第123章刘老父很可怜,凭借着区委秘书的优势，任泽步步为营，仕途之旅艰难坎坷，甜蜜柔情相随左右，尔虞、我诈，黑白纠缠，他又将...?详细>>,http://book.km.com/shuku/1264643.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我爸是盖伦,浙三爷,第二部黑岩已发布！,他是德玛西亚大将军盖伦的儿子他爹可力扛百万大军，可他却瘦弱不堪终于，他知道了自己的立场他拿着一把匕首...?详细>>,http://book.km.com/shuku/1263885.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
重生三国之兵临天下,寞冬雪夜,第一百章兵分两路！,"家族的仇恨,爱人的离别,英雄的相惜神秘的部队,惊恐的战斗,高超的智谋仇恨的寄托,铁血的交融,情仇的爱...?详细>>",http://book.km.com/shuku/1263881.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
鬼妻有点萌,疯狂的和尚,疯狂新书。,91年我为哥哥换婚去结冥婚，岳父明面上是大木材商，其实是鲁班书第三道传人。冥婚三九回“娘家”，一个月...?详细>>,http://book.km.com/shuku/1263879.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
地府临时工,迷茫,新书《大话西游》已经发布,我已经死了，却在臆想当中的世界生活了二十多年。我是一只鬼，一次意外，竟然成为了一名鬼差。原来鬼神的世...?详细>>,http://book.km.com/shuku/1263878.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
唐朝诗人在都市,夜空成月,第一百二十四章 大结局,唐代诗词双绝，剑术超群的秋少白穿越到现代都市，和警校之花、高校老师、钢琴美女产生暧昧情仇……收小弟，...?详细>>,http://book.km.com/shuku/1263874.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
Dota之国士无双,大鱼人,新书《死亡竞技场》,ID：“凛冬将至”曾经被称为DOTA新时代最强新人，天才少年，国服第一地卜师，战术大师等称号，可却在...?详细>>,http://book.km.com/shuku/1263873.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
三国大霸主,夜九星,新书《回到三国做枭雄》发布,东汉末年，黄巾一乱，山河碎。千年之后，开启网游三国，重燃激昂热血，谁能逐鹿天下！我辈之人，生逢乱世，...?详细>>,http://book.km.com/shuku/1263870.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
黄河古事,龙飞有妖气,第五百零五章  终章,母亲河滚滚东流，孕育了中华最古老且灿烂的文明，千百年了，无数人在追索，但谁都不知道，这条大河中，到底...?详细>>,http://book.km.com/shuku/1263866.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
阴阳禁咒师,柿子会上树,第三百三十五章   世宗覆灭,从古至今，神鬼之说遍及华夏，神高高在上，而鬼就在身边。我叫沈逸，但家谱里却没我的名字，我身边的亲朋好...?详细>>,http://book.km.com/shuku/1263810.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
赤玉蝉,魂断樊笼,第九十九章 最后一章,一枚玉蝉如何引发一场修真界的血雨腥风？云氏孤儿云天又是如何一步步走向实力的巅峰？?详细>>,http://book.km.com/shuku/991853.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
长鹰挚空,唐炯,废话,文章简介：每一个英雄都是浪子，浪子无根，他们的人漂着，他们的心也漂着，天下之大，到处是家，又四处无家...?详细>>,http://book.km.com/shuku/52868.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
梅家大院,萧落雪,第九十五章  死于宝藏,"苦孩子出身的萧落雪假扮江南萧家之千金小姐嫁入梅家大院谁料，洞房花烛夜,新郎音讯全无诡异的仆人、奇怪的...?详细>>",http://book.km.com/shuku/1263714.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
五界传说之缘起缘灭,心之留痕,第三十章时空恋爱（完结）,神州大陆有着诛多传说；相传天地之间有三间五域，三间以人间为主、地、天其而。缘灭因宿命走到强者，这一生...?详细>>,http://book.km.com/shuku/1263709.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
夺命记忆,虾小飞,大结局,每个人都有秘密，每个人的秘密都躲藏在记忆中！当生命受到记忆的威胁时，你是选择拥有记忆，还是失去记忆呢...?详细>>,http://book.km.com/shuku/991856.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
混沌双刀,破开,大结局,草莽英雄遇双刀，铁血大旗随风飘。虚名俗利终轮回，谁是江山武天骄。?详细>>,http://book.km.com/shuku/1263698.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
天启之都,璧月,第一百八十二章  尾声,亚特兰蒂斯——一个神奇的名字，千百年来一直被人们当做传说而口口相传。可是这神秘消失的大陆，那些灿烂辉...?详细>>,http://book.km.com/shuku/1263678.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
四灵之炎,玄灵,完结,《四灵之炎》是根据《家庭教师HitmanReborn》是一部关于黑手党的动漫，改编的同人版，故事围绕...?详细>>,http://book.km.com/shuku/1263672.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
亡魂索灵：一个都不放过,书冰儿,完结感言,死人复活，却离奇失踪....亡魂索灵，她说一个都不放过周雅真意外死亡，目击证人允诺儿被杀死在一个曾经...?详细>>,http://book.km.com/shuku/1263666.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
潜杀,晓风追月,66 获救,四十年前，小村里发生了一起上吊自杀事件，死者口吞猫眼并留下血咒：四十年后怨灵将覆灭整个小村。四十年后...?详细>>,http://book.km.com/shuku/1263602.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
重回明朝当海盗,鬼神项籍,第八十七章  初识舞姬（下）完结,大明，无汉唐之和亲，无两宋之岁币；天子守国门，君王死社稷，当为后世所敬仰。看少年徐云寒如何成为一代海...?详细>>,http://book.km.com/shuku/1263596.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
桃花仙女之诛妖,我要车子,第337章硕果累累（大结局）,桃花仙女吴飘飘，一剑荡平桃花岛。为修真仙觅净土，不为世俗为知已。桃花仙女吴飘飘，引领众兄弟在桃花岛修...?详细>>,http://book.km.com/shuku/1263566.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
昔年,wy_841,第七十章  恋之果孰料殊途  亲之痛恨归故土（完结）,"故事以倒叙的手法,从陈伦的出世到陈强的逝世为楔子，讲述了在八十年代初，主人公陈伦的父亲陈义云白手起家...?详细>>",http://book.km.com/shuku/1263541.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
十方梦魇,隔壁的怪蜀黍,第一百二十四章-人物自白,没有无缘故的爱和恨，所以爱不能、恨不能，爱不能，恨不忍，爱不言，恨不曾、、、“你追求的是什么？”“极...?详细>>,http://book.km.com/shuku/1263532.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
星寻,烟花放肆,第一百五十一章始终不懂,曾经在玉帝手中诞生的书仙，曾经在天堂大放光彩的十二星座之母，是什么让她选择了倒戈于冥界，是什么让她亲...?详细>>,http://book.km.com/shuku/1263504.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
琉璃语,初音猫猫,尾声,人死不能复生，就连神也没有这样的能力，为什么会有人能够从死亡中复活，而且过得很幸福？因为那是一场布置...?详细>>,http://book.km.com/shuku/1263501.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
留给青春的日子,天堂以寻梦,完结篇,曾芸芸的死法竟然和十年前死去的柳青一模一样，究竟是同一人所为，还是凶手另有其人？曾芸芸的案子破了，辅...?详细>>,http://book.km.com/shuku/1263494.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
华丽的谋杀（中篇探案纪录）,妆颜,落幕,世间有太多我们肉眼无法洞悉的灵魂，他们正在悄悄地摧毁着人类看似平静的生活...是什么样的怨念让他们举...?详细>>,http://book.km.com/shuku/1263449.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
异世之至尊戒指,阿拉法特123,第一百四十章节  大结局,如何成为战士，当你能够杀人的时候！如何成为精英，当你能够杀很多人的时候！如何成为高手，当你能够以一当...?详细>>,http://book.km.com/shuku/1263409.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
泡妞修神传奇,枯妖蝶恋,完结感言以及新书发布,他，是现代的特种兵，由于某些原因穿越到了另外的一个世界，在那个世界是以强者为尊的世界，只要拳头硬，你...?详细>>,http://book.km.com/shuku/1263381.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
算卦先生江湖路,龙图大道,第一百二十九章  故事人物的结局,由不相信算卦到全身心地投入算卦，不料从事这个行业以后，他却发现不是他想象的那么容易······从此，...?详细>>,http://book.km.com/shuku/1263338.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
灵异之鬼话连篇,背着棺材跳舞,第五章：惊魂火葬场-第5回 夜路惊魂(现在开始暂停更新）,一部针对鬼、魂进行深入挖掘的故事！不同的灵异章节。让每个故事都能深入你的骨髓！让你从心底渗出寒意。。...?详细>>,http://book.km.com/shuku/1263310.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
六家少年灵异之书,沐央,第四章：更深的矛盾,命中注定的相遇，无法逃离的宿命。两名少年的相遇，逐渐揭开灵异六大家族的宿怨和秘密，妖、魔、仙、人都觊...?详细>>,http://book.km.com/shuku/10260.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
时光流转：梦何方,纱缈非,第一百零一章 心梦何方【大结局】（修正版）,兰花古图，神秘花香，五大帝国之间岌岌可危的和平，宿命的纠缠，无法该变的结局。夜流光，一个孤独女子，悲...?详细>>,http://book.km.com/shuku/10258.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
金苹果,phildonnie,第一百零一章 归宿爱情的真,传说中的魔王在今世复活，为了彻底打败它，天界发生了一场惊心动魄的激战。原本完美的结局竟然潜藏着无法容...?详细>>,http://book.km.com/shuku/10259.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
灵族传人之校园厉鬼,二手烟,第一部完结,这是一部校园题材的玄幻小说，讲述的是盘古开天地以来游魂野鬼横行，出现了一个文明，玛雅文明，却因为天灾...?详细>>,http://book.km.com/shuku/1263286.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
娱乐装置,言午祥歌,第九十五章我想减肥,娱乐装置分为：娱乐系统、娱乐主板、娱乐装置。娱乐系统：现代时空！（有着很多不为人知封印世界的现代地球...?详细>>,http://book.km.com/shuku/991859.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
